# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2024-08-22T00:00:00.0,
# Date end (ISO 8601): 2025-12-23T00:00:00.0,
# Latitude (positive North,ISO 19115): 53.6985
# Longitude (positive East,ISO 19115): -6.2080
# Altitude (m): 0.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2025-12-24,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2024-08-26T06:00:00.0/2024-08-26T07:00:00.0;202.2917;101.0458;51.4146;49.6311;314.4552;40.6370;0.0397;40.5972;0.1890;0.8417,
2024-08-26T07:00:00.0/2024-08-26T08:00:00.0;402.2826;247.9397;162.6402;85.2995;533.1770;109.3166;2.4164;106.9002;8.1296;1.0000,
2024-08-26T08:00:00.0/2024-08-26T09:00:00.0;587.8573;397.4681;286.8862;110.5820;649.0364;99.1904;0.3279;98.8625;0.6774;1.0000,
2024-08-26T09:00:00.0/2024-08-26T10:00:00.0;746.3420;524.4261;383.8107;140.6154;686.2025;164.9813;1.1696;163.8117;2.1560;1.0000,
2024-08-26T10:00:00.0/2024-08-26T11:00:00.0;866.9078;616.5102;439.4992;177.0109;676.6160;247.1513;7.7250;239.4263;11.7344;1.0000,
2024-08-26T11:00:00.0/2024-08-26T12:00:00.0;941.3093;669.7237;461.9199;207.8038;654.8893;287.0959;13.9225;273.1734;19.6181;1.0000,
2024-08-26T12:00:00.0/2024-08-26T13:00:00.0;964.4487;682.9282;461.7663;221.1619;638.8610;336.2701;31.6987;304.5713;43.8566;1.0000,
2024-08-26T13:00:00.0/2024-08-26T14:00:00.0;934.7229;654.3325;436.9396;217.3928;623.6237;334.4883;33.2857;301.2027;47.5354;1.0000,
2024-08-26T14:00:00.0/2024-08-26T15:00:00.0;854.1343;581.9951;376.1435;205.8516;587.1417;235.3207;13.0617;222.2590;19.7419;1.0000,
2024-08-26T15:00:00.0/2024-08-26T16:00:00.0;728.1542;477.0038;296.9624;180.0414;543.5385;122.6093;0.4761;122.1333;0.8208;1.0000,
2024-08-26T16:00:00.0/2024-08-26T17:00:00.0;565.3500;349.7206;206.7362;142.9844;486.0150;96.1033;0.2769;95.8264;0.5970;1.0000,
2024-08-26T17:00:00.0/2024-08-26T18:00:00.0;376.8006;209.3106;110.7205;98.5901;386.2168;33.7362;0.0002;33.7360;0.0006;1.0000,
2024-08-26T18:00:00.0/2024-08-26T19:00:00.0;175.3413;75.9030;28.1026;47.8004;189.5131;36.6776;2.9755;33.7021;31.0765;1.0000,
2024-08-26T19:00:00.0/2024-08-26T20:00:00.0;13.5409;3.5652;0.3435;3.2218;8.0071;3.5652;0.3435;3.2218;8.0071;0.8417,
2024-08-26T20:00:00.0/2024-08-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-26T21:00:00.0/2024-08-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-26T22:00:00.0/2024-08-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-26T23:00:00.0/2024-08-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-27T00:00:00.0/2024-08-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-27T01:00:00.0/2024-08-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-27T02:00:00.0/2024-08-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-27T03:00:00.0/2024-08-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-27T04:00:00.0/2024-08-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-27T05:00:00.0/2024-08-27T06:00:00.0;22.5976;7.2496;2.0291;5.2205;37.7552;0.8353;0.0000;0.8353;0.0000;0.7667,
2024-08-27T06:00:00.0/2024-08-27T07:00:00.0;196.8967;101.5808;64.1804;37.4005;404.9089;32.5745;7.9143;24.6601;44.5215;0.8417,
2024-08-27T07:00:00.0/2024-08-27T08:00:00.0;397.1562;250.7654;196.5926;54.1728;653.8162;43.4730;0.0000;43.4730;0.0000;1.0000,
2024-08-27T08:00:00.0/2024-08-27T09:00:00.0;582.9126;401.7091;342.1672;59.5420;781.1797;120.4288;6.1869;114.2419;12.7240;1.0000,
2024-08-27T09:00:00.0/2024-08-27T10:00:00.0;741.4794;531.5367;455.8833;75.6534;820.8375;255.4883;19.0967;236.3916;34.9895;1.0000,
2024-08-27T10:00:00.0/2024-08-27T11:00:00.0;862.0219;628.4438;522.5299;105.9139;809.3059;389.7720;83.0702;306.7018;128.0411;1.0000,
2024-08-27T11:00:00.0/2024-08-27T12:00:00.0;936.2961;687.6949;553.8515;133.8434;789.7604;470.0443;132.3486;337.6956;187.9825;1.0000,
2024-08-27T12:00:00.0/2024-08-27T13:00:00.0;959.2128;706.1148;557.4665;148.6483;775.8284;476.2296;158.6745;317.5550;220.7422;1.0000,
2024-08-27T13:00:00.0/2024-08-27T14:00:00.0;929.1839;681.0620;532.2893;148.7727;764.6440;375.3417;52.5813;322.7604;75.1353;1.0000,
2024-08-27T14:00:00.0/2024-08-27T15:00:00.0;848.2325;611.7927;467.1261;144.6667;734.7652;383.1436;90.5087;292.6349;144.5454;1.0000,
2024-08-27T15:00:00.0/2024-08-27T16:00:00.0;721.8547;503.7674;370.5657;133.2017;684.2885;210.0463;26.7385;183.3078;46.4774;1.0000,
2024-08-27T16:00:00.0/2024-08-27T17:00:00.0;558.6447;366.8915;253.5998;113.2918;603.2902;125.7487;0.8894;124.8594;2.1017;1.0000,
2024-08-27T17:00:00.0/2024-08-27T18:00:00.0;369.7094;215.7471;131.0164;84.7306;465.1003;157.2511;54.0387;103.2124;209.9824;1.0000,
2024-08-27T18:00:00.0/2024-08-27T19:00:00.0;167.9101;74.7420;31.7454;42.9966;221.5666;68.0823;22.9273;45.1551;162.2878;0.9083,
2024-08-27T19:00:00.0/2024-08-27T20:00:00.0;10.8613;2.8258;0.2958;2.5300;7.5911;2.8258;0.2958;2.5300;7.5911;0.8333,
2024-08-27T20:00:00.0/2024-08-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-27T21:00:00.0/2024-08-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-27T22:00:00.0/2024-08-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-27T23:00:00.0/2024-08-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-28T00:00:00.0/2024-08-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-28T01:00:00.0/2024-08-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-28T02:00:00.0/2024-08-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-28T03:00:00.0/2024-08-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-28T04:00:00.0/2024-08-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-28T05:00:00.0/2024-08-28T06:00:00.0;19.9714;5.6193;0.7811;4.8382;15.5407;0.6466;0.0000;0.6466;0.0000;0.7833,
2024-08-28T06:00:00.0/2024-08-28T07:00:00.0;191.4637;87.6747;37.9029;49.7718;238.7754;53.0782;21.0626;32.0156;114.0073;0.8417,
2024-08-28T07:00:00.0/2024-08-28T08:00:00.0;391.9861;232.5692;143.4087;89.1605;480.6459;212.8226;115.4482;97.3744;390.8613;1.0000,
2024-08-28T08:00:00.0/2024-08-28T09:00:00.0;577.9173;385.6351;274.0006;111.6345;630.2612;303.9359;149.4410;154.4949;343.4950;1.0000,
2024-08-28T09:00:00.0/2024-08-28T10:00:00.0;736.5587;519.5275;387.6215;131.9061;702.2747;282.0321;53.9186;228.1136;99.8511;1.0000,
2024-08-28T10:00:00.0/2024-08-28T11:00:00.0;857.0701;620.3679;465.3233;155.0445;724.9481;323.2285;33.3158;289.9127;51.4077;1.0000,
2024-08-28T11:00:00.0/2024-08-28T12:00:00.0;931.2097;681.7186;507.8711;173.8475;728.4087;309.7777;40.5536;269.2241;57.7495;1.0000,
2024-08-28T12:00:00.0/2024-08-28T13:00:00.0;953.8972;701.9902;524.9557;177.0345;735.0001;230.5554;3.8981;226.6573;5.4610;1.0000,
2024-08-28T13:00:00.0/2024-08-28T14:00:00.0;923.5602;679.5600;515.4285;164.1314;745.3815;337.3615;42.9992;294.3623;62.8419;1.0000,
2024-08-28T14:00:00.0/2024-08-28T15:00:00.0;842.2426;612.6457;465.6343;147.0114;738.2274;491.7505;239.0626;252.6878;380.9614;1.0000,
2024-08-28T15:00:00.0/2024-08-28T16:00:00.0;715.4655;506.7804;379.8818;126.8986;708.3733;417.0281;233.3220;183.7061;424.7977;1.0000,
2024-08-28T16:00:00.0/2024-08-28T17:00:00.0;551.8504;371.6320;267.2360;104.3960;644.4957;288.6590;146.8096;141.8494;375.1892;1.0000,
2024-08-28T17:00:00.0/2024-08-28T18:00:00.0;362.5316;220.7006;144.2768;76.4238;524.0745;220.7006;144.2768;76.4238;524.0745;1.0000,
2024-08-28T18:00:00.0/2024-08-28T19:00:00.0;160.3969;76.7031;38.0419;38.6612;280.7907;76.7031;38.0419;38.6612;280.7907;0.9083,
2024-08-28T19:00:00.0/2024-08-28T20:00:00.0;8.4829;2.3510;0.3255;2.0255;8.7130;2.3510;0.3255;2.0255;8.7130;0.8500,
2024-08-28T20:00:00.0/2024-08-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-28T21:00:00.0/2024-08-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-28T22:00:00.0/2024-08-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-28T23:00:00.0/2024-08-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-29T00:00:00.0/2024-08-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-29T01:00:00.0/2024-08-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-29T02:00:00.0/2024-08-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-29T03:00:00.0/2024-08-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-29T04:00:00.0/2024-08-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-29T05:00:00.0/2024-08-29T06:00:00.0;17.5257;5.3443;0.8963;4.4480;18.4871;5.3443;0.8963;4.4480;18.4871;0.7917,
2024-08-29T06:00:00.0/2024-08-29T07:00:00.0;185.9934;94.5054;49.1560;45.3494;320.3404;94.5054;49.1560;45.3494;320.3404;0.8417,
2024-08-29T07:00:00.0/2024-08-29T08:00:00.0;386.7727;247.0956;173.3620;73.7336;590.7278;247.0956;173.3620;73.7336;590.7278;1.0000,
2024-08-29T08:00:00.0/2024-08-29T09:00:00.0;572.8717;403.0462;316.9056;86.1406;736.3523;402.5845;316.0810;86.5035;734.6695;1.0000,
2024-08-29T09:00:00.0/2024-08-29T10:00:00.0;731.5800;539.0201;443.0769;95.9432;808.5393;330.3559;124.1804;206.1755;239.3840;1.0000,
2024-08-29T10:00:00.0/2024-08-29T11:00:00.0;852.0526;642.2672;534.6376;107.6296;838.1882;308.9235;55.9386;252.9849;90.0005;1.0000,
2024-08-29T11:00:00.0/2024-08-29T12:00:00.0;926.0504;705.7153;589.2067;116.5086;850.1203;398.4413;92.2424;306.1989;131.9777;1.0000,
2024-08-29T12:00:00.0/2024-08-29T13:00:00.0;948.5024;723.0580;599.0337;124.0243;843.8690;626.1682;405.4043;220.7639;571.1048;1.0000,
2024-08-29T13:00:00.0/2024-08-29T14:00:00.0;917.8524;692.6315;562.8696;129.7619;819.2526;533.1339;283.0274;250.1065;409.2450;1.0000,
2024-08-29T14:00:00.0/2024-08-29T15:00:00.0;836.1655;617.4798;485.9693;131.5105;776.0267;519.8743;311.2477;208.6266;500.7269;1.0000,
2024-08-29T15:00:00.0/2024-08-29T16:00:00.0;708.9880;504.3131;377.9529;126.3602;710.9991;492.1121;357.0664;135.0457;671.8690;1.0000,
2024-08-29T16:00:00.0/2024-08-29T17:00:00.0;544.9688;362.9193;250.9240;111.9953;611.8598;320.4034;186.8720;133.5315;446.8518;1.0000,
2024-08-29T17:00:00.0/2024-08-29T18:00:00.0;355.2696;207.6366;121.9354;85.7013;448.9522;127.7745;14.9132;112.8613;53.6295;1.0000,
2024-08-29T18:00:00.0/2024-08-29T19:00:00.0;152.8040;67.0193;26.1232;40.8961;195.6592;46.1830;1.5768;44.6063;11.0749;0.9083,
2024-08-29T19:00:00.0/2024-08-29T20:00:00.0;6.3792;1.6061;0.1196;1.4865;3.5432;1.2201;0.0031;1.2170;0.0920;0.8667,
2024-08-29T20:00:00.0/2024-08-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-29T21:00:00.0/2024-08-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-29T22:00:00.0/2024-08-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-29T23:00:00.0/2024-08-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-30T00:00:00.0/2024-08-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-30T01:00:00.0/2024-08-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-30T02:00:00.0/2024-08-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-30T03:00:00.0/2024-08-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-30T04:00:00.0/2024-08-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-30T05:00:00.0/2024-08-30T06:00:00.0;15.2127;4.8146;1.1212;3.6935;24.8947;4.8146;1.1212;3.6935;24.8947;0.8083,
2024-08-30T06:00:00.0/2024-08-30T07:00:00.0;180.4865;93.1047;52.8997;40.2051;359.1310;93.1047;52.8997;40.2051;359.1310;0.8417,
2024-08-30T07:00:00.0/2024-08-30T08:00:00.0;381.5166;244.2890;175.0724;69.2166;606.1875;244.2890;175.0724;69.2166;606.1875;1.0000,
2024-08-30T08:00:00.0/2024-08-30T09:00:00.0;567.7761;398.8695;311.6935;87.1759;731.4743;398.8695;311.6935;87.1759;731.4743;1.0000,
2024-08-30T09:00:00.0/2024-08-30T10:00:00.0;726.5435;534.1476;430.5403;103.6074;791.5909;534.1476;430.5403;103.6074;791.5909;1.0000,
2024-08-30T10:00:00.0/2024-08-30T11:00:00.0;846.9697;637.0766;515.4622;121.6144;813.4305;637.0766;515.4622;121.6144;813.4305;1.0000,
2024-08-30T11:00:00.0/2024-08-30T12:00:00.0;920.8185;699.8436;562.4697;137.3738;816.5797;699.8436;562.4697;137.3738;816.5797;1.0000,
2024-08-30T12:00:00.0/2024-08-30T13:00:00.0;943.0289;718.1143;572.7364;145.3778;811.8939;718.1143;572.7364;145.3778;811.8939;1.0000,
2024-08-30T13:00:00.0/2024-08-30T14:00:00.0;912.0613;690.1907;545.2612;144.9295;799.0940;690.1907;545.2612;144.9295;799.0940;1.0000,
2024-08-30T14:00:00.0/2024-08-30T15:00:00.0;830.0024;617.0991;476.7734;140.3257;767.4712;617.0991;476.7734;140.3257;767.4712;1.0000,
2024-08-30T15:00:00.0/2024-08-30T16:00:00.0;702.4238;505.8318;378.7431;127.0886;719.8975;505.8318;378.7431;127.0886;719.8975;1.0000,
2024-08-30T16:00:00.0/2024-08-30T17:00:00.0;538.0016;366.1493;261.2724;104.8769;646.5695;366.1493;261.2724;104.8769;646.5695;1.0000,
2024-08-30T17:00:00.0/2024-08-30T18:00:00.0;347.9253;211.5980;135.7359;75.8621;513.0373;211.5980;135.7359;75.8621;513.0373;1.0000,
2024-08-30T18:00:00.0/2024-08-30T19:00:00.0;145.1340;67.7713;31.9200;35.8512;252.5108;67.7713;31.9200;35.8512;252.5108;0.9083,
2024-08-30T19:00:00.0/2024-08-30T20:00:00.0;4.5426;1.1900;0.1167;1.0733;3.6842;1.1900;0.1167;1.0733;3.6842;0.8917,
2024-08-30T20:00:00.0/2024-08-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-30T21:00:00.0/2024-08-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-30T22:00:00.0/2024-08-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-30T23:00:00.0/2024-08-31T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-31T00:00:00.0/2024-08-31T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-31T01:00:00.0/2024-08-31T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-31T02:00:00.0/2024-08-31T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-31T03:00:00.0/2024-08-31T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-31T04:00:00.0/2024-08-31T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-31T05:00:00.0/2024-08-31T06:00:00.0;13.0522;3.5639;0.3537;3.2102;8.4702;2.9054;0.1301;2.7753;3.1152;0.8250,
2024-08-31T06:00:00.0/2024-08-31T07:00:00.0;174.9439;77.8537;29.2044;48.6493;197.1561;46.0409;3.2149;42.8260;29.6535;0.8417,
2024-08-31T07:00:00.0/2024-08-31T08:00:00.0;376.2184;219.3066;122.6085;96.6981;427.6897;171.9229;65.7895;106.1335;211.0765;1.0000,
2024-08-31T08:00:00.0/2024-08-31T09:00:00.0;562.6310;371.8361;243.9859;127.8502;576.9272;363.2683;232.7398;130.5286;548.7286;1.0000,
2024-08-31T09:00:00.0/2024-08-31T10:00:00.0;721.4497;509.7685;364.7848;144.9837;674.8624;509.7685;364.7848;144.9837;674.8624;1.0000,
2024-08-31T10:00:00.0/2024-08-31T11:00:00.0;841.8217;618.0609;467.1140;150.9469;741.5867;618.0609;467.1140;150.9469;741.5867;1.0000,
2024-08-31T11:00:00.0/2024-08-31T12:00:00.0;915.5144;686.0505;536.2817;149.7688;783.2830;686.0505;536.2817;149.7688;783.2830;1.0000,
2024-08-31T12:00:00.0/2024-08-31T13:00:00.0;937.4775;708.0919;563.5206;144.5713;803.9496;708.0919;563.5206;144.5713;803.9496;1.0000,
2024-08-31T13:00:00.0/2024-08-31T14:00:00.0;906.1879;682.6262;545.3588;137.2675;804.8759;682.6262;545.3588;137.2675;804.8759;1.0000,
2024-08-31T14:00:00.0/2024-08-31T15:00:00.0;823.7545;612.1135;485.6521;126.4614;788.2504;612.1135;485.6521;126.4614;788.2504;1.0000,
2024-08-31T15:00:00.0/2024-08-31T16:00:00.0;695.7743;501.2523;387.9221;113.3302;744.6106;501.2523;387.9221;113.3302;744.6106;1.0000,
2024-08-31T16:00:00.0/2024-08-31T17:00:00.0;530.9509;360.1018;263.8174;96.2843;661.5718;360.1018;263.8174;96.2843;661.5718;1.0000,
2024-08-31T17:00:00.0/2024-08-31T18:00:00.0;340.5010;205.0021;133.6192;71.3829;515.4249;205.0021;133.6192;71.3829;515.4249;1.0000,
2024-08-31T18:00:00.0/2024-08-31T19:00:00.0;137.3894;62.1259;28.6736;33.4524;232.5785;62.1259;28.6736;33.4524;232.5785;0.9083,
2024-08-31T19:00:00.0/2024-08-31T20:00:00.0;3.0289;0.7308;0.0443;0.6865;1.0639;0.7308;0.0443;0.6865;1.0639;0.9083,
2024-08-31T20:00:00.0/2024-08-31T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-31T21:00:00.0/2024-08-31T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-31T22:00:00.0/2024-08-31T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-08-31T23:00:00.0/2024-09-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-09-01T00:00:00.0/2024-09-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-09-01T01:00:00.0/2024-09-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-09-01T02:00:00.0/2024-09-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-09-01T03:00:00.0/2024-09-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-09-01T04:00:00.0/2024-09-01T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-09-01T05:00:00.0/2024-09-01T06:00:00.0;11.0460;2.8891;0.2781;2.6111;7.0368;2.8891;0.2781;2.6111;7.0368;0.8417,
2024-09-01T06:00:00.0/2024-09-01T07:00:00.0;169.3665;74.2713;29.5810;44.6903;205.2407;61.5198;10.5827;50.9371;94.6145;0.8417,
2024-09-01T07:00:00.0/2024-09-01T08:00:00.0;370.8785;212.9224;123.8397;89.0827;438.7428;173.6888;87.4549;86.2338;320.9487;1.0000,
2024-09-01T08:00:00.0/2024-09-01T09:00:00.0;557.4367;361.3116;242.8430;118.4687;580.0739;106.4487;8.9563;97.4924;19.1770;1.0000,
2024-09-01T09:00:00.0/2024-09-01T10:00:00.0;716.2989;491.7332;348.9566;142.7765;651.2007;107.0520;3.9832;103.0687;8.1656;1.0000,
2024-09-01T10:00:00.0/2024-09-01T11:00:00.0;836.6091;589.8958;422.7969;167.0989;676.0804;200.1233;3.6517;196.4716;5.7887;1.0000,
2024-09-01T11:00:00.0/2024-09-01T12:00:00.0;910.1388;648.9874;461.7693;187.2182;678.9096;266.3159;11.2274;255.0885;16.6073;1.0000,
2024-09-01T12:00:00.0/2024-09-01T13:00:00.0;931.8487;665.4772;469.9538;195.5234;674.8326;247.3614;5.3347;242.0267;7.6649;1.0000,
2024-09-01T13:00:00.0/2024-09-01T14:00:00.0;900.2332;637.6394;444.9654;192.6741;661.2774;224.2991;3.6053;220.6937;5.3962;1.0000,
2024-09-01T14:00:00.0/2024-09-01T15:00:00.0;817.4230;565.7997;382.9525;182.8472;626.3933;253.0298;15.7860;237.2438;26.5053;1.0000,
2024-09-01T15:00:00.0/2024-09-01T16:00:00.0;689.0411;456.9443;293.9191;163.0252;569.5868;198.6221;13.8409;184.7813;26.5701;1.0000,
2024-09-01T16:00:00.0/2024-09-01T17:00:00.0;523.8185;321.5542;189.2889;132.2653;480.3256;105.2087;2.2016;103.0071;5.1356;1.0000,
2024-09-01T17:00:00.0/2024-09-01T18:00:00.0;332.9990;175.7142;85.5133;90.2009;334.5974;117.4388;12.8685;104.5704;50.6534;1.0000,
2024-09-01T18:00:00.0/2024-09-01T19:00:00.0;129.5725;49.5061;14.2547;35.2514;116.0060;37.6914;3.2574;34.4340;34.3540;0.9083,
